"sale_id","artwork_id","artist_name","category","sale_date","auction_house","sale_price_eur","estimate_low_eur","estimate_high_eur","sold_above_estimate","price_change_pct","price_change_explanation","buyer_type","buyer_name","buyer_nationality","buyer_profile","bart_score_buyer","seller_type","seller_name","seller_profile","bart_score_seller","sale_location","is_private_sale","bart_score_sale","source"
"SL0194","INV034","Invader","Street Art","2022-05-15","Christie's","9200","6000","12000","false","1.1","Art Basel Bâle 2022 historique avec 4,5 Mds$ de transactions ; le marché primaire et secondaire sont tous deux en pleine forme.","Collectionneur","Adam Lindemann","Américain","Collectionneur et dealer pionnier du street art et de l'art post-war.","85","Collectionneur","Collection Robert Hughes","Héritage du critique d'art australien, vente partielle orchestrée par Christie's.","84","Paris","false","79.9","Généré IA"
"SL0195","INV035","Invader","Street Art","2022-08-15","Christie's","9500","7000","11000","false","3.26","Légère décélération estivale ; l'inflation mondiale et la hausse des taux commencent à peser sur les acheteurs du segment mid-market.","Musée","Centre Pompidou","Français","Musée national d'art moderne de Paris, politique d'acquisition active pour enrichir sa collection.","97","Succession","Succession Anonyme","Vente de succession d'un grand collectionneur, gérée par un cabinet juridique spécialisé en droit de l'art.","82","Paris","false","87.3","Généré IA"
"SL0196","INV036","Invader","Street Art","2022-11-15","Christie's","10300","9000","12000","false","8.42","Résultats solides en fin d'année ; le segment photography et le street art résistent mieux à la correction que les Blue Chips.","Collectionneur","François Pinault","Français","Milliardaire fondateur de Kering, collection de réputation mondiale, Palazzo Grassi et Punta della Dogana.","96","Collectionneur","Collection Privée Européenne","Collectionneur européen de longue date liquidant une partie de son portefeuille après 15 ans de détention.","88","New York","false","84.5","Généré IA"
"SL0197","INV037","Invader","Street Art","2023-02-15","Christie's","9100","7000","11000","false","-11.65","Début de correction annoncée après trois années exceptionnelles ; prudence des acheteurs face à la hausse des taux et aux incertitudes macro.","Collectionneur","Mitchell Rales","Américain","Fondateur du Glenstone Museum, collection de 1 300 œuvres parmi les plus importantes des USA.","93","Succession","Guy Wildenstein Estate","Héritiers de la plus grande dynastie marchande d'art mondial, procédant à un réajustement du portefeuille.","89","Londres","false","88.2","Généré IA"
"SL0198","INV038","Invader","Street Art","2023-05-15","Heritage Auctions","10400","8000","13000","false","14.29","Ventes mitigées à New York : les lots sans garantie peinent ; sélectivité accrue avec chute des taux de vente aux enchères.","Galerie","Perrotin","Français","Galerie parisienne internationale, découvreuse de talents ayant lancé KAWS et Takashi Murakami.","88","Succession","Succession Stern","Vente d'une collection constituée sur trois décennies par une famille de banquiers suisses.","83","Hong Kong","false","86.9","Généré IA"
"SL0199","INV039","Invader","Street Art","2023-08-15","Phillips","9600","7000","12000","false","-7.69","Marché à deux vitesses : les femmes ultra-contemporaines (Fadojutimi, Yukhnovich) restent en forte demande malgré la correction générale.","Collectionneur","Francesca von Habsburg","Autrichienne","Fondatrice de TBA21, collection dédiée à l'art et à la durabilité environnementale.","86","Galerie","Family Office Zurich","Structure patrimoniale helvétique gérant des actifs alternatifs incluant une collection d'art estimée à 80 M€.","79","Los Angeles","false","85.6","Généré IA"
"SL0200","INV040","Invader","Street Art","2023-11-15","Sotheby's","10100","7000","13000","false","5.21","Clôture 2023 en retrait de ~18% vs 2022 ; fin du supercycle haussier entamé en 2021, ajustement sain selon les analystes.","Galerie","Pace Gallery","Américain","Galerie new-yorkaise historique fondée en 1960, représentant masters et artistes contemporains.","91","Collectionneur","Collection Privée Européenne","Collectionneur européen de longue date liquidant une partie de son portefeuille après 15 ans de détention.","88","New York","false","83.9","Généré IA"
"SL0201","PCB001","Picasso","Blue Chip","2014-02-15","Sotheby's","839200","624000","1042000","false","","Première vente de référence pour cet artiste dans l'indice ; base servant de point de départ pour le suivi longitudinal des prix.","Collectionneur","Adam Lindemann","Américain","Collectionneur et dealer pionnier du street art et de l'art post-war.","85","Succession","Guy Wildenstein Estate","Héritiers de la plus grande dynastie marchande d'art mondial, procédant à un réajustement du portefeuille.","89","New York","false","80.6","Généré IA"
"SL0202","PCB002","Picasso","Blue Chip","2014-05-15","Sotheby's","877300","653000","1089000","false","4.54","Art Basel Bâle 2014 dépasse les attentes avec 95% de galeries satisfaites ; l'art contemporain attire de nouveaux capitaux institutionnels.","Galerie","Thaddaeus Ropac","Autrichien","Galerie avec espaces à Paris Marais, Pantin, Salzbourg et Londres.","89","Succession","Succession Anonyme","Vente de succession d'un grand collectionneur, gérée par un cabinet juridique spécialisé en droit de l'art.","82","Londres","false","83.2","Généré IA"
"SL0203","PCB003","Picasso","Blue Chip","2014-08-15","Christie's","769600","557000","1017000","false","-12.28","Ventes estivales solides à Londres malgré la période creuse ; Phillips réalise ses meilleures enchères depuis sa fondation.","Musée","Tate Modern","Britannique","Institution muséale phare du Bankside, politique d'acquisitions contemporaines ambitieuse.","98","Succession","Héritage Famille Menil","Patrimoine issu de la collection fondatrice des Menil à Houston, icône du mécénat texan.","90","Paris","false","92.2","Généré IA"
"SL0204","PCB004","Picasso","Blue Chip","2014-11-15","Christie's","712300","554000","861000","false","-7.45","Christie's réalise 852 M$ en une seule soirée à New York, nouveau record absolu ; l'appétit pour l'art post-war est sans précédent.","Galerie","David Zwirner","Américain","Galerie influente représentant des artistes de premier plan à New York, Londres et Hong Kong.","93","Succession","Succession Anonyme","Vente de succession d'un grand collectionneur, gérée par un cabinet juridique spécialisé en droit de l'art.","82","Londres","false","88.6","Généré IA"
"SL0205","PCB005","Picasso","Blue Chip","2015-02-15","Artcurial","750700","509000","958000","false","5.39","Forte demande asiatique en début d'année ; le marché est soutenu par les collectionneurs chinois et les familles de richesse récente.","Galerie","Sprüth Magers","Allemand","Galerie spécialisée dans l'art conceptuel, la photographie et le féminisme artistique.","87","Collectionneur","Collection Privée Européenne","Collectionneur européen de longue date liquidant une partie de son portefeuille après 15 ans de détention.","88","Paris","false","88.3","Généré IA"
"SL0206","PCB006","Picasso","Blue Chip","2015-05-15","Bonhams","852100","676000","1019000","false","13.51","Année record en vue : Sotheby's et Christie's totalisent 1,6 Md$ sur les ventes de mai à New York ; les UHNWI achètent massivement.","Collectionneur","François Pinault","Français","Milliardaire fondateur de Kering, collection de réputation mondiale, Palazzo Grassi et Punta della Dogana.","96","Galerie","Portfolio Art Fund SA","Fonds d'investissement artistique procédant à une rotation de portefeuille après période de détention 5-7 ans.","80","Hong Kong","false","90.2","Généré IA"
"SL0207","PCB007","Picasso","Blue Chip","2015-08-15","Christie's","911300","721000","1130000","false","6.95","Légère pause estivale mais le segment ultra-contemporain continue sa progression ; émergence des artistes femmes sur le marché secondaire.","Galerie","Gagosian Gallery","Américain","Réseau mondial de 19 espaces représentant les artistes les plus côtés du marché.","95","Collectionneur","Collection Robert Hughes","Héritage du critique d'art australien, vente partielle orchestrée par Christie's.","84","New York","false","83.3","Généré IA"
"SL0208","PCB008","Picasso","Blue Chip","2015-11-15","Christie's","835000","562000","1082000","false","-8.37","Marché mondial record à 63,8 Mds$ en 2015 ; la fin d'année est portée par des lots exceptionnels dont Modigliani à 170 M$.","Galerie","Gagosian Gallery","Américain","Réseau mondial de 19 espaces représentant les artistes les plus côtés du marché.","95","Succession","Héritage Famille Menil","Patrimoine issu de la collection fondatrice des Menil à Houston, icône du mécénat texan.","90","New York","false","93.0","Généré IA"
"SL0209","PCB009","Picasso","Blue Chip","2016-02-15","Bonhams","851300","705000","1026000","false","1.95","Correction post-records : le krach boursier de Shanghai ralentit les achats transfrontaliers ; les collectionneurs russes réduisent leur activité.","Collectionneur","Mitchell Rales","Américain","Fondateur du Glenstone Museum, collection de 1 300 œuvres parmi les plus importantes des USA.","93","Succession","Succession Anonyme","Vente de succession d'un grand collectionneur, gérée par un cabinet juridique spécialisé en droit de l'art.","82","Londres","false","84.0","Généré IA"
"SL0210","PCB010","Picasso","Blue Chip","2016-05-15","Christie's","699600","494000","876000","false","-17.82","Résultats décevants à New York : Christie's voit ses recettes baisser de 27% ; le vote Brexit crée une forte incertitude à Londres.","Anonyme","Anonyme","Inconnu","Acquéreur non identifié, probablement un family office ou un fonds souverain préservant la confidentialité.","75","Galerie","Collection Saatchi","Charles Saatchi, marchand-collectionneur londonien dont les ventes ont lancé la YBA dans les années 90.","86","Londres","false","83.6","Généré IA"
"SL0211","PCB011","Picasso","Blue Chip","2016-08-15","Bonhams","869500","567000","1127000","false","24.29","Contraction du marché confirmée ; les maisons de vente réajustent leurs estimations à la baisse pour éviter les invendus embarrassants.","Collectionneur","Eugenio López Alonso","Mexicain","Fondateur du Museo Jumex à Mexico City, pionnier de la collection contemporaine latino-américaine.","87","Collectionneur","Anonymous Collector","Vendeur anonyme, opération discrète caractéristique du marché secondaire de l'art haut de gamme.","77","Hong Kong","false","79.7","Généré IA"
"SL0212","PCB012","Picasso","Blue Chip","2016-11-15","Sotheby's","860900","663000","1033000","false","-0.99","Stabilisation relative en fin d'année ; l'élection de Trump génère une volatilité ponctuelle mais les marchés financiers résistent bien.","Collectionneur","Adam Lindemann","Américain","Collectionneur et dealer pionnier du street art et de l'art post-war.","85","Succession","Succession Stern","Vente d'une collection constituée sur trois décennies par une famille de banquiers suisses.","83","Paris","false","84.0","Généré IA"
"SL0213","PCB013","Picasso","Blue Chip","2017-02-15","Bonhams","917800","552000","1234000","false","6.61","Reprise progressive et sélective ; les acheteurs moyen-orientaux et asiatiques reviennent, focalisés sur les valeurs sûres du marché.","Collectionneur","Eli Broad","Américain","Philanthrope fondateur du Broad Museum de Los Angeles, 2 000 œuvres contemporaines.","92","Galerie","Portfolio Art Fund SA","Fonds d'investissement artistique procédant à une rotation de portefeuille après période de détention 5-7 ans.","80","Hong Kong","false","82.3","Généré IA"
"SL0214","PCB014","Picasso","Blue Chip","2017-05-15","Christie's","1071200","795000","1379000","false","16.71","TEFAF Maastricht très positif ; la demande pour les Modern Masters se consolide avec un taux de vente élevé sur les lots estimés.","Anonyme","Anonyme","Américain","Identité non divulguée à la demande expresse de l'acheteur, pratique courante pour les transactions > 500 K€.","73","Succession","Héritage Famille Menil","Patrimoine issu de la collection fondatrice des Menil à Houston, icône du mécénat texan.","90","Londres","false","77.0","Généré IA"
"SL0215","PCB015","Picasso","Blue Chip","2017-08-15","Sotheby's","1045500","671000","1389000","false","-2.4","Ventes estivales à Londres en forte hausse chez Christie's ; le marché figuratif contemporain suscite un engouement croissant.","Collectionneur","Jose Mugrabi","Américain","Famille Mugrabi, propriétaires de la plus grande collection privée d'Andy Warhol au monde.","89","Galerie","Family Office Zurich","Structure patrimoniale helvétique gérant des actifs alternatifs incluant une collection d'art estimée à 80 M€.","79","Hong Kong","false","80.0","Généré IA"
"SL0216","PCB016","Picasso","Blue Chip","2017-11-15","Sotheby's","946100","744000","1178000","false","-9.51","Le Salvator Mundi vendu 450 M$ chez Christie's New York (15 nov. 2017) redéfinit les paramètres du marché et stimule la demande globale.","Collectionneur","François Pinault","Français","Milliardaire fondateur de Kering, collection de réputation mondiale, Palazzo Grassi et Punta della Dogana.","96","Succession","Succession Anonyme","Vente de succession d'un grand collectionneur, gérée par un cabinet juridique spécialisé en droit de l'art.","82","Los Angeles","false","85.6","Généré IA"
"SL0217","PCB017","Picasso","Blue Chip","2018-02-15","Phillips","872300","622000","1105000","false","-7.8","Solide début d'année sur tous les segments ; l'optimisme post-croissance 2017 se traduit par une confiance renouvelée des acheteurs.","Collectionneur","Yana Peel","Britannique","Ex-CEO de Serpentine Galleries, collectionneuse et curator influente sur la scène internationale.","84","Collectionneur","Anonymous Collector","Vendeur anonyme, opération discrète caractéristique du marché secondaire de l'art haut de gamme.","77","Paris","false","77.6","Généré IA"
"SL0218","PCB018","Picasso","Blue Chip","2018-05-15","Christie's","970100","756000","1168000","false","11.21","Le marché ultra-contemporain explose : Sotheby's et Christie's ouvrent leurs ventes aux artistes nés après 1975 avec succès record.","Collectionneur","Yana Peel","Britannique","Ex-CEO de Serpentine Galleries, collectionneuse et curator influente sur la scène internationale.","84","Succession","Guy Wildenstein Estate","Héritiers de la plus grande dynastie marchande d'art mondial, procédant à un réajustement du portefeuille.","89","New York","false","82.6","Généré IA"
"SL0219","PCB019","Picasso","Blue Chip","2018-08-15","Phillips","880700","650000","1085000","false","-9.22","Croissance soutenue malgré les tensions commerciales USA-Chine ; l'art digital et les NFT préfigurent attirent une clientèle plus jeune.","Collectionneur","Alberto Mugrabi","Américain","Marchand-collectionneur new-yorkais, actif sur le marché secondaire de l'art contemporain.","88","Collectionneur","Collection Privée Européenne","Collectionneur européen de longue date liquidant une partie de son portefeuille après 15 ans de détention.","88","Londres","false","84.3","Généré IA"
"SL0220","PCB020","Picasso","Blue Chip","2018-11-15","Christie's","1216600","924000","1546000","false","38.14","Fin d'année dynamique avec des résultats solides à Hong Kong et New York ; les lots garantis surperforment les estimations de 40%.","Fondation","Broad Foundation","Américain","Fondation philanthropique soutenant l'accès à l'art contemporain et les artistes émergents.","91","Galerie","Family Office Zurich","Structure patrimoniale helvétique gérant des actifs alternatifs incluant une collection d'art estimée à 80 M€.","79","Hong Kong","false","80.2","Généré IA"
"SL0221","PCB021","Picasso","Blue Chip","2019-02-15","Phillips","878500","666000","1115000","false","-27.79","Marché solide mais plus sélectif ; la polarisation s'accentue entre artistes premium et mid-market qui stagne.","Fondation","Fondation Louis Vuitton","Français","Fondation d'entreprise inaugurée en 2014, rayonnement international et collection permanente.","95","Succession","Héritage Famille Menil","Patrimoine issu de la collection fondatrice des Menil à Houston, icône du mécénat texan.","90","Londres","false","93.2","Généré IA"
"SL0222","PCB022","Picasso","Blue Chip","2019-05-15","Christie's","1198400","918000","1525000","false","36.41","Résultats contrastés à New York en mai ; le segment street art surperforme avec Banksy, KAWS et Mr. Brainwash au cœur des enchères.","Collectionneur","Yana Peel","Britannique","Ex-CEO de Serpentine Galleries, collectionneuse et curator influente sur la scène internationale.","84","Succession","Succession Anonyme","Vente de succession d'un grand collectionneur, gérée par un cabinet juridique spécialisé en droit de l'art.","82","Londres","false","78.6","Généré IA"
"SL0223","PCB023","Picasso","Blue Chip","2019-08-15","Phillips","1182800","899000","1463000","false","-1.3","Les manifestations à Hong Kong perturbent les ventes locales ; redistribution vers Singapore, Séoul et New York observée.","Fondation","Pinchuk Art Centre","Ukrainien","Centre d'art contemporain de Kiev actif sur la scène internationale, prix PinchukArtCentre.","87","Collectionneur","Broad Collection","Vente d'une œuvre dupliquée dans la collection Broad, dégagement stratégique.","87","Los Angeles","false","80.6","Généré IA"
"SL0224","PCB024","Picasso","Blue Chip","2019-11-15","Sotheby's","993600","756000","1229000","false","-16.0","Clôture 2019 correcte malgré le contexte géopolitique tendu ; la résilience du marché de l'art face aux crises se confirme.","Collectionneur","Peter Brant","Américain","Éditeur d'Interview Magazine et fondateur du Brant Foundation Art Study Center.","87","Collectionneur","Broad Collection","Vente d'une œuvre dupliquée dans la collection Broad, dégagement stratégique.","87","Londres","false","87.9","Généré IA"
"SL0225","PCB025","Picasso","Blue Chip","2020-02-15","Sotheby's","790700","616000","1007000","false","-20.42","Covid-19 : ventes de mars annulées ou reportées sur tous les continents ; choc sans précédent sur le marché mondial.","Galerie","Hauser & Wirth","Suisse","Méga-galerie internationale présente dans plus de 20 villes, productrice d'expositions majeures.","94","Collectionneur","Anonymous Collector","Vendeur anonyme, opération discrète caractéristique du marché secondaire de l'art haut de gamme.","77","Los Angeles","false","80.7","Généré IA"
"SL0226","PCB026","Picasso","Blue Chip","2020-05-15","Phillips","766000","519000","1032000","false","-3.12","Premières ventes 100% online chez Christie's, Sotheby's et Phillips ; les résultats restent en retrait de 30-40% vs 2019.","Collectionneur","Peter Brant","Américain","Éditeur d'Interview Magazine et fondateur du Brant Foundation Art Study Center.","87","Collectionneur","Broad Collection","Vente d'une œuvre dupliquée dans la collection Broad, dégagement stratégique.","87","Londres","false","84.6","Généré IA"
"SL0227","PCB027","Picasso","Blue Chip","2020-08-15","Phillips","885600","681000","1137000","false","15.61","Reprise partielle : Phillips online réalise des performances surprenantes ; les NFT commencent à stimuler l'intérêt pour l'art numérique.","Collectionneur","Jose Mugrabi","Américain","Famille Mugrabi, propriétaires de la plus grande collection privée d'Andy Warhol au monde.","89","Collectionneur","Collection Privée Européenne","Collectionneur européen de longue date liquidant une partie de son portefeuille après 15 ans de détention.","88","Paris","false","85.2","Généré IA"
"SL0228","PCB028","Picasso","Blue Chip","2020-11-15","Artcurial","922100","757000","1117000","false","4.12","Rebond de fin d'année porté par les enchères digitales et le retour des collectionneurs ; les prix des sommets restent stables.","Fondation","Fondation Cartier","Français","Institution parisienne fondée en 1984, soutenant l'art contemporain et les cultures non-occidentales.","92","Succession","Succession Anonyme","Vente de succession d'un grand collectionneur, gérée par un cabinet juridique spécialisé en droit de l'art.","82","New York","false","84.5","Généré IA"
"SL0229","PCB029","Picasso","Blue Chip","2021-02-15","Phillips","1193500","922000","1483000","false","29.43","Fort rebond post-confinement : l'euphorie du marché NFT (Beeple à 69 M$) stimule l'intérêt général pour l'art contemporain.","Fondation","Fondation Louis Vuitton","Français","Fondation d'entreprise inaugurée en 2014, rayonnement international et collection permanente.","95","Collectionneur","Collection Robert Hughes","Héritage du critique d'art australien, vente partielle orchestrée par Christie's.","84","Paris","false","85.7","Généré IA"
"SL0230","PCB030","Picasso","Blue Chip","2021-05-15","Christie's","1302700","934000","1723000","false","9.15","Boom historique des enchères printanières : Basquiat atteint 93,1 M$ chez Sotheby's en mai, nouveau record de l'artiste.","Collectionneur","Francesca von Habsburg","Autrichienne","Fondatrice de TBA21, collection dédiée à l'art et à la durabilité environnementale.","86","Collectionneur","Anonymous Collector","Vendeur anonyme, opération discrète caractéristique du marché secondaire de l'art haut de gamme.","77","Londres","false","79.5","Généré IA"
"SL0231","PCB031","Picasso","Blue Chip","2021-08-15","Heritage Auctions","1085800","852000","1364000","false","-16.65","Marché au plus haut depuis 2015 ; retour massif des acheteurs asiatiques et nouvelle vague d'ultra-HNWI entrant sur le marché.","Collectionneur","Patrizia Sandretto","Italienne","Fondatrice de la Fondation Re Rebaudengo à Turin, programmatrice internationale.","88","Galerie","Collection Saatchi","Charles Saatchi, marchand-collectionneur londonien dont les ventes ont lancé la YBA dans les années 90.","86","Los Angeles","false","80.8","Généré IA"
"SL0232","PCB032","Picasso","Blue Chip","2021-11-15","Sotheby's","1385200","1066000","1763000","false","27.57","Année 2021 record estimée à 65,1 Mds$ ; les artistes ultra-contemporains ont vu leurs prix multipliés par 3 à 5 en un an.","Galerie","Gagosian Gallery","Américain","Réseau mondial de 19 espaces représentant les artistes les plus côtés du marché.","95","Succession","Héritage Famille Menil","Patrimoine issu de la collection fondatrice des Menil à Houston, icône du mécénat texan.","90","Los Angeles","false","91.5","Généré IA"
"SL0233","PCB033","Picasso","Blue Chip","2022-02-15","Bonhams","1112400","868000","1326000","false","-19.69","Marché dynamique malgré la guerre en Ukraine ; les actifs tangibles incluant l'art attirent des capitaux en quête de refuges.","Fondation","Fondation Vuitton Collection","Français","Bras acquisition de la fondation, focalisé sur les artistes de la scène internationale.","90","Galerie","Portfolio Art Fund SA","Fonds d'investissement artistique procédant à une rotation de portefeuille après période de détention 5-7 ans.","80","New York","false","80.7","Généré IA"
"SL0234","PCB034","Picasso","Blue Chip","2022-05-15","Sotheby's","1398500","825000","1883000","false","25.72","Art Basel Bâle 2022 historique avec 4,5 Mds$ de transactions ; le marché primaire et secondaire sont tous deux en pleine forme.","Galerie","Perrotin","Français","Galerie parisienne internationale, découvreuse de talents ayant lancé KAWS et Takashi Murakami.","88","Collectionneur","Collection Privée Européenne","Collectionneur européen de longue date liquidant une partie de son portefeuille après 15 ans de détention.","88","New York","false","90.1","Généré IA"
"SL0235","PCB035","Picasso","Blue Chip","2022-08-15","Artcurial","1455700","1016000","1963000","false","4.09","Légère décélération estivale ; l'inflation mondiale et la hausse des taux commencent à peser sur les acheteurs du segment mid-market.","Galerie","Hauser & Wirth","Suisse","Méga-galerie internationale présente dans plus de 20 villes, productrice d'expositions majeures.","94","Succession","Héritage Famille Menil","Patrimoine issu de la collection fondatrice des Menil à Houston, icône du mécénat texan.","90","Los Angeles","false","86.4","Généré IA"
"SL0236","PCB036","Picasso","Blue Chip","2022-11-15","Artcurial","1497500","1194000","1822000","false","2.87","Résultats solides en fin d'année ; le segment photography et le street art résistent mieux à la correction que les Blue Chips.","Fondation","Fondation Cartier","Français","Institution parisienne fondée en 1984, soutenant l'art contemporain et les cultures non-occidentales.","92","Collectionneur","Collection Robert Hughes","Héritage du critique d'art australien, vente partielle orchestrée par Christie's.","84","Paris","false","83.1","Généré IA"
"SL0237","PCB037","Picasso","Blue Chip","2023-02-15","Christie's","1165300","885000","1457000","false","-22.18","Début de correction annoncée après trois années exceptionnelles ; prudence des acheteurs face à la hausse des taux et aux incertitudes macro.","Galerie","Pace Gallery","Américain","Galerie new-yorkaise historique fondée en 1960, représentant masters et artistes contemporains.","91","Collectionneur","Collection Privée Européenne","Collectionneur européen de longue date liquidant une partie de son portefeuille après 15 ans de détention.","88","New York","false","86.4","Généré IA"
"SL0238","PCB038","Picasso","Blue Chip","2023-05-15","Sotheby's","1334500","993000","1758000","false","14.52","Ventes mitigées à New York : les lots sans garantie peinent ; sélectivité accrue avec chute des taux de vente aux enchères.","Galerie","David Zwirner","Américain","Galerie influente représentant des artistes de premier plan à New York, Londres et Hong Kong.","93","Collectionneur","Collection Robert Hughes","Héritage du critique d'art australien, vente partielle orchestrée par Christie's.","84","Paris","false","89.0","Généré IA"
"SL0239","PCB039","Picasso","Blue Chip","2023-08-15","Sotheby's","1398800","1063000","1800000","false","4.82","Marché à deux vitesses : les femmes ultra-contemporaines (Fadojutimi, Yukhnovich) restent en forte demande malgré la correction générale.","Galerie","Perrotin","Français","Galerie parisienne internationale, découvreuse de talents ayant lancé KAWS et Takashi Murakami.","88","Succession","Guy Wildenstein Estate","Héritiers de la plus grande dynastie marchande d'art mondial, procédant à un réajustement du portefeuille.","89","Hong Kong","false","87.7","Généré IA"
"SL0240","PCB040","Picasso","Blue Chip","2023-11-15","Phillips","1519900","1115000","1915000","false","8.66","Clôture 2023 en retrait de ~18% vs 2022 ; fin du supercycle haussier entamé en 2021, ajustement sain selon les analystes.","Collectionneur","Eugenio López Alonso","Mexicain","Fondateur du Museo Jumex à Mexico City, pionnier de la collection contemporaine latino-américaine.","87","Collectionneur","Anonymous Collector","Vendeur anonyme, opération discrète caractéristique du marché secondaire de l'art haut de gamme.","77","Paris","false","77.6","Généré IA"
"SL0241","WAR001","Warhol","Blue Chip","2014-02-15","Sotheby's","373100","299000","443000","false","","Première vente de référence pour cet artiste dans l'indice ; base servant de point de départ pour le suivi longitudinal des prix.","Galerie","Hauser & Wirth","Suisse","Méga-galerie internationale présente dans plus de 20 villes, productrice d'expositions majeures.","94","Collectionneur","Anonymous Collector","Vendeur anonyme, opération discrète caractéristique du marché secondaire de l'art haut de gamme.","77","Paris","false","84.5","Généré IA"
"SL0242","WAR002","Warhol","Blue Chip","2014-05-15","Sotheby's","473300","352000","575000","false","26.86","Art Basel Bâle 2014 dépasse les attentes avec 95% de galeries satisfaites ; l'art contemporain attire de nouveaux capitaux institutionnels.","Galerie","Pace Gallery","Américain","Galerie new-yorkaise historique fondée en 1960, représentant masters et artistes contemporains.","91","Collectionneur","Collection Robert Hughes","Héritage du critique d'art australien, vente partielle orchestrée par Christie's.","84","Hong Kong","false","83.1","Généré IA"
"SL0243","WAR003","Warhol","Blue Chip","2014-08-15","Christie's","359700","228000","482000","false","-24.0","Ventes estivales solides à Londres malgré la période creuse ; Phillips réalise ses meilleures enchères depuis sa fondation.","Galerie","Gagosian Gallery","Américain","Réseau mondial de 19 espaces représentant les artistes les plus côtés du marché.","95","Succession","Succession Stern","Vente d'une collection constituée sur trois décennies par une famille de banquiers suisses.","83","Paris","false","89.2","Généré IA"
"SL0244","WAR004","Warhol","Blue Chip","2014-11-15","Sotheby's","430900","345000","530000","false","19.79","Christie's réalise 852 M$ en une seule soirée à New York, nouveau record absolu ; l'appétit pour l'art post-war est sans précédent.","Fondation","Broad Foundation","Américain","Fondation philanthropique soutenant l'accès à l'art contemporain et les artistes émergents.","91","Succession","Succession Stern","Vente d'une collection constituée sur trois décennies par une famille de banquiers suisses.","83","Hong Kong","false","86.9","Généré IA"
"SL0245","WAR005","Warhol","Blue Chip","2015-02-15","Christie's","411600","291000","520000","false","-4.48","Forte demande asiatique en début d'année ; le marché est soutenu par les collectionneurs chinois et les familles de richesse récente.","Anonyme","Anonyme","Asiatique","Investisseur institutionnel asiatique opérant via un intermédiaire londonien, préférant l'anonymat.","74","Succession","Héritage Famille Menil","Patrimoine issu de la collection fondatrice des Menil à Houston, icône du mécénat texan.","90","New York","false","79.6","Généré IA"
"SL0246","WAR006","Warhol","Blue Chip","2015-05-15","Sotheby's","518800","339000","700000","false","26.04","Année record en vue : Sotheby's et Christie's totalisent 1,6 Md$ sur les ventes de mai à New York ; les UHNWI achètent massivement.","Fondation","Fondation Louis Vuitton","Français","Fondation d'entreprise inaugurée en 2014, rayonnement international et collection permanente.","95","Galerie","Collection Saatchi","Charles Saatchi, marchand-collectionneur londonien dont les ventes ont lancé la YBA dans les années 90.","86","Hong Kong","false","91.5","Généré IA"
"SL0247","WAR007","Warhol","Blue Chip","2015-08-15","Artcurial","476000","339000","591000","false","-8.25","Légère pause estivale mais le segment ultra-contemporain continue sa progression ; émergence des artistes femmes sur le marché secondaire.","Collectionneur","Mitchell Rales","Américain","Fondateur du Glenstone Museum, collection de 1 300 œuvres parmi les plus importantes des USA.","93","Succession","Succession Anonyme","Vente de succession d'un grand collectionneur, gérée par un cabinet juridique spécialisé en droit de l'art.","82","Londres","false","85.7","Généré IA"
"SL0248","WAR008","Warhol","Blue Chip","2015-11-15","Sotheby's","555100","417000","684000","false","16.62","Marché mondial record à 63,8 Mds$ en 2015 ; la fin d'année est portée par des lots exceptionnels dont Modigliani à 170 M$.","Fondation","Broad Foundation","Américain","Fondation philanthropique soutenant l'accès à l'art contemporain et les artistes émergents.","91","Succession","Guy Wildenstein Estate","Héritiers de la plus grande dynastie marchande d'art mondial, procédant à un réajustement du portefeuille.","89","Los Angeles","false","83.0","Généré IA"
"SL0249","WAR009","Warhol","Blue Chip","2016-02-15","Artcurial","497700","342000","631000","false","-10.34","Correction post-records : le krach boursier de Shanghai ralentit les achats transfrontaliers ; les collectionneurs russes réduisent leur activité.","Galerie","Perrotin","Français","Galerie parisienne internationale, découvreuse de talents ayant lancé KAWS et Takashi Murakami.","88","Collectionneur","Broad Collection","Vente d'une œuvre dupliquée dans la collection Broad, dégagement stratégique.","87","Los Angeles","false","82.0","Généré IA"
"SL0250","WAR010","Warhol","Blue Chip","2016-05-15","Phillips","422600","271000","557000","false","-15.09","Résultats décevants à New York : Christie's voit ses recettes baisser de 27% ; le vote Brexit crée une forte incertitude à Londres.","Collectionneur","Alberto Mugrabi","Américain","Marchand-collectionneur new-yorkais, actif sur le marché secondaire de l'art contemporain.","88","Succession","Succession Anonyme","Vente de succession d'un grand collectionneur, gérée par un cabinet juridique spécialisé en droit de l'art.","82","Londres","false","84.5","Généré IA"
"SL0251","WAR011","Warhol","Blue Chip","2016-08-15","Sotheby's","408100","281000","534000","false","-3.43","Contraction du marché confirmée ; les maisons de vente réajustent leurs estimations à la baisse pour éviter les invendus embarrassants.","Anonyme","Anonyme","Américain","Identité non divulguée à la demande expresse de l'acheteur, pratique courante pour les transactions > 500 K€.","73","Succession","Succession Anonyme","Vente de succession d'un grand collectionneur, gérée par un cabinet juridique spécialisé en droit de l'art.","82","Hong Kong","false","80.1","Généré IA"
