"artwork_id","artist_name","artist_id","category","title","year_created","medium","dimensions_cm","description","creation_context","artwork_style","notable_owners","bart_score","image_url"
"WAR023","Warhol","ART_WAR","Blue Chip","Marilyn Variant #07","1977","Acrylic and silkscreen on canvas","127x107","Marilyn Variant #07, exécutée par Warhol en 1977. Œuvre dans le style caractéristique de l'artiste, support acrylic and silkscreen on canvas.","Période créative 1977, série stylistique caractéristique.","Sérigraphie pop, palette saturée","Whitney Museum","85",""
"WAR024","Warhol","ART_WAR","Blue Chip","Self-Portrait Variant #08","1967","Acrylic and silkscreen on canvas","127x107","Self-Portrait Variant #08, exécutée par Warhol en 1967. Œuvre dans le style caractéristique de l'artiste, support acrylic and silkscreen on canvas.","Période créative 1967, série stylistique caractéristique.","Sérigraphie pop, palette saturée","Whitney Museum","79",""
"WAR025","Warhol","ART_WAR","Blue Chip","Self-Portrait Variant #09","1976","Acrylic, silkscreen and diamond dust","51x41","Self-Portrait Variant #09, exécutée par Warhol en 1976. Œuvre dans le style caractéristique de l'artiste, support acrylic, silkscreen and diamond dust.","Période créative 1976, série stylistique caractéristique.","Sérigraphie pop, palette saturée","Whitney Museum","78",""
"WAR026","Warhol","ART_WAR","Blue Chip","Cow Print #10","1964","Acrylic, silkscreen and diamond dust","51x41","Cow Print #10, exécutée par Warhol en 1964. Œuvre dans le style caractéristique de l'artiste, support acrylic, silkscreen and diamond dust.","Période créative 1964, série stylistique caractéristique.","Sérigraphie pop, palette saturée","Tate Modern","82",""
"WAR027","Warhol","ART_WAR","Blue Chip","Skull Series #11","1962","Acrylic and silkscreen on canvas","51x41","Skull Series #11, exécutée par Warhol en 1962. Œuvre dans le style caractéristique de l'artiste, support acrylic and silkscreen on canvas.","Période créative 1962, série stylistique caractéristique.","Sérigraphie pop, palette saturée","MoMA","76",""
"WAR028","Warhol","ART_WAR","Blue Chip","Skull Series #12","1978","Silkscreen on paper, signed edition","183x203","Skull Series #12, exécutée par Warhol en 1978. Œuvre dans le style caractéristique de l'artiste, support silkscreen on paper, signed edition.","Période créative 1978, série stylistique caractéristique.","Sérigraphie pop, palette saturée","Whitney Museum","77",""
"WAR029","Warhol","ART_WAR","Blue Chip","Dollar Sign (13)","1975","Acrylic, silkscreen and diamond dust","127x107","Dollar Sign (13), exécutée par Warhol en 1975. Œuvre dans le style caractéristique de l'artiste, support acrylic, silkscreen and diamond dust.","Période créative 1975, série stylistique caractéristique.","Sérigraphie pop, palette saturée","Collection Mugrabi","80",""
"WAR030","Warhol","ART_WAR","Blue Chip","Cow Print #14","1971","Silkscreen on paper, signed edition","183x203","Cow Print #14, exécutée par Warhol en 1971. Œuvre dans le style caractéristique de l'artiste, support silkscreen on paper, signed edition.","Période créative 1971, série stylistique caractéristique.","Sérigraphie pop, palette saturée","The Andy Warhol Foundation","80",""
"WAR031","Warhol","ART_WAR","Blue Chip","Ladies and Gentlemen (15)","1970","Polaroid","183x203","Ladies and Gentlemen (15), exécutée par Warhol en 1970. Œuvre dans le style caractéristique de l'artiste, support polaroid.","Période créative 1970, série stylistique caractéristique.","Sérigraphie pop, palette saturée","Whitney Museum","87",""
"WAR032","Warhol","ART_WAR","Blue Chip","Untitled (Polaroid Study)","1974","Polaroid","183x203","Untitled (Polaroid Study), exécutée par Warhol en 1974. Œuvre dans le style caractéristique de l'artiste, support polaroid.","Période créative 1974, série stylistique caractéristique.","Sérigraphie pop, palette saturée","Collection Mugrabi","72",""
"WAR033","Warhol","ART_WAR","Blue Chip","Marilyn Variant #17","1972","Silkscreen on paper, signed edition","127x107","Marilyn Variant #17, exécutée par Warhol en 1972. Œuvre dans le style caractéristique de l'artiste, support silkscreen on paper, signed edition.","Période créative 1972, série stylistique caractéristique.","Sérigraphie pop, palette saturée","The Andy Warhol Foundation","82",""
"WAR034","Warhol","ART_WAR","Blue Chip","Dollar Sign (18)","1965","Acrylic and silkscreen on canvas","51x41","Dollar Sign (18), exécutée par Warhol en 1965. Œuvre dans le style caractéristique de l'artiste, support acrylic and silkscreen on canvas.","Période créative 1965, série stylistique caractéristique.","Sérigraphie pop, palette saturée","MoMA","71",""
"WAR035","Warhol","ART_WAR","Blue Chip","Marilyn Variant #19","1964","Acrylic, silkscreen and diamond dust","183x203","Marilyn Variant #19, exécutée par Warhol en 1964. Œuvre dans le style caractéristique de l'artiste, support acrylic, silkscreen and diamond dust.","Période créative 1964, série stylistique caractéristique.","Sérigraphie pop, palette saturée","Whitney Museum","71",""
"WAR036","Warhol","ART_WAR","Blue Chip","Self-Portrait Variant #20","1985","Polaroid","51x41","Self-Portrait Variant #20, exécutée par Warhol en 1985. Œuvre dans le style caractéristique de l'artiste, support polaroid.","Période créative 1985, série stylistique caractéristique.","Sérigraphie pop, palette saturée","MoMA","87",""
"WAR037","Warhol","ART_WAR","Blue Chip","Ladies and Gentlemen (21)","1981","Silkscreen on paper, signed edition","127x107","Ladies and Gentlemen (21), exécutée par Warhol en 1981. Œuvre dans le style caractéristique de l'artiste, support silkscreen on paper, signed edition.","Période créative 1981, série stylistique caractéristique.","Sérigraphie pop, palette saturée","Collections privées multiples","79",""
"WAR038","Warhol","ART_WAR","Blue Chip","Dollar Sign (22)","1973","Acrylic, silkscreen and diamond dust","127x107","Dollar Sign (22), exécutée par Warhol en 1973. Œuvre dans le style caractéristique de l'artiste, support acrylic, silkscreen and diamond dust.","Période créative 1973, série stylistique caractéristique.","Sérigraphie pop, palette saturée","Tate Modern","86",""
"WAR039","Warhol","ART_WAR","Blue Chip","Untitled (Polaroid Study)","1978","Silkscreen on paper, signed edition","51x41","Untitled (Polaroid Study), exécutée par Warhol en 1978. Œuvre dans le style caractéristique de l'artiste, support silkscreen on paper, signed edition.","Période créative 1978, série stylistique caractéristique.","Sérigraphie pop, palette saturée","The Andy Warhol Foundation","73",""
"WAR040","Warhol","ART_WAR","Blue Chip","Camouflage (24)","1984","Silkscreen on paper, signed edition","127x107","Camouflage (24), exécutée par Warhol en 1984. Œuvre dans le style caractéristique de l'artiste, support silkscreen on paper, signed edition.","Période créative 1984, série stylistique caractéristique.","Sérigraphie pop, palette saturée","The Andy Warhol Foundation","73",""
"MON001","Monet","ART_MON","Blue Chip","Nymphéas (Series, 1916)","1916","Huile sur toile","200x180","Bassin aux nymphéas, fleurs flottantes sur l'eau du jardin de Giverny.","Série emblématique réalisée à Giverny, environ 250 toiles.","Impressionnisme tardif, série Nymphéas","Musée d'Orsay, MoMA, Tate Modern, collections privées","94",""
"MON002","Monet","ART_MON","Blue Chip","Meules au soleil","1891","Huile sur toile","60x100","Série meules de foin, étude lumière saisonnière. Vendue 110M$ Sotheby's 2019.","Série Meules, 25 toiles capturant la lumière à différents moments.","Impressionnisme sériel","Collection privée, anciennement Bill Acquavella","82",""
"MON003","Monet","ART_MON","Blue Chip","Le Bassin aux Nymphéas","1919","Huile sur toile","100x200","Pont japonais traversant le bassin de Giverny.","Période finale, vision proche de l'abstraction.","Période ultime Giverny","Collections privées multiples","83",""
"MON004","Monet","ART_MON","Blue Chip","La Cathédrale de Rouen, plein soleil","1894","Huile sur toile","107x73","Cathédrale de Rouen captée au plein soleil, série lumière.","Série de 30 vues de la cathédrale, expérience de la lumière.","Impressionnisme sériel architectural","Musée d'Orsay","83",""
"MON005","Monet","ART_MON","Blue Chip","Impression, soleil levant","1872","Huile sur toile","48x63","Œuvre fondatrice de l'impressionnisme, port du Havre au lever du jour.","Première exposition impressionniste 1874, donne son nom au mouvement.","Œuvre fondatrice impressionnisme","Musée Marmottan Monet","87",""
"MON006","Monet","ART_MON","Blue Chip","Femme à l'ombrelle","1875","Huile sur toile","100x81","Camille Monet et son fils Jean dans le jardin d'Argenteuil.","Camille Monet, première femme et muse.","Impressionnisme période argenteuil","National Gallery of Art Washington","93",""
"MON007","Monet","ART_MON","Blue Chip","Le Pont Japonais à Giverny","1899","Huile sur toile","89x93","Pont japonais série dédiée, vue de près.","Pont créé spécifiquement par Monet pour le motif.","Impressionnisme série Giverny","Collections multiples","90",""
"MON008","Monet","ART_MON","Blue Chip","Champ de coquelicots","1873","Huile sur toile","50x65","Camille et Jean Monet traversant un champ de coquelicots.","Argenteuil, période bonheur familial.","Impressionnisme paysage","Musée d'Orsay","88",""
"MON009","Monet","ART_MON","Blue Chip","Les Peupliers, vue d'ensemble","1891","Huile sur toile","82x82","Série peupliers, étude reflets dans la rivière Epte.","Série Peupliers, 24 toiles, peupliers menacés d'abattage.","Impressionnisme sériel","Musée d'Orsay","94",""
"MON010","Monet","ART_MON","Blue Chip","Le Parlement de Londres, soleil dans le brouillard","1904","Huile sur toile","81x92","Parlement vu de Londres traversé par la lumière dans le brouillard.","Série Londres, environ 100 toiles capturant le smog.","Impressionnisme période Londres","Musée d'Orsay","83",""
"MON011","Monet","ART_MON","Blue Chip","Vétheuil sous la neige","1879","Huile sur toile","60x90","Période Vétheuil hivernale.","Vétheuil, période difficile suite à la maladie de Camille.","Impressionnisme paysage hivernal","Musée d'Orsay","83",""
"MON012","Monet","ART_MON","Blue Chip","Les Falaises d'Étretat","1885","Huile sur toile","65x81","Falaise de l'Aiguille, vue caractéristique d'Étretat.","Série Étretat, fascination pour la côte normande.","Impressionnisme paysage marin","Collections privées","93",""
"MON013","Monet","ART_MON","Blue Chip","Soleil couchant à Lavacourt","1880","Huile sur toile","100x150","Coucher de soleil sur la Seine à Lavacourt.","Période Vétheuil, paysage transitoire.","Impressionnisme paysage fluvial","Petit Palais Paris","93",""
"MON014","Monet","ART_MON","Blue Chip","Le Jardin de l'artiste à Giverny","1900","Huile sur toile","81x92","Allée d'iris dans le jardin de Giverny.","Jardin créé par Monet à Giverny dès 1883.","Impressionnisme jardin","Musée d'Orsay","95",""
"MON015","Monet","ART_MON","Blue Chip","Bassin aux nymphéas, harmonie verte","1899","Huile sur toile","89x93","Variation chromatique verte du bassin aux nymphéas.","Période d'expérimentation chromatique sur le motif unique.","Période Giverny","Musée d'Orsay","85",""
"MON016","Monet","ART_MON","Blue Chip","Étang (00)","1912","Pastel sur papier","65x81","Étang (00), exécutée par Monet en 1912. Œuvre dans le style caractéristique de l'artiste, support pastel sur papier.","Période créative 1912, série stylistique caractéristique.","Impressionnisme, palette pastel et touche divisée","Collections privées","74",""
"MON017","Monet","ART_MON","Blue Chip","Étang (01)","1868","Étude au crayon","81x100","Étang (01), exécutée par Monet en 1868. Œuvre dans le style caractéristique de l'artiste, support étude au crayon.","Période créative 1868, série stylistique caractéristique.","Impressionnisme, palette pastel et touche divisée","Tate Modern","77",""
"MON018","Monet","ART_MON","Blue Chip","Étude impressionniste (02)","1869","Étude au crayon","65x81","Étude impressionniste (02), exécutée par Monet en 1869. Œuvre dans le style caractéristique de l'artiste, support étude au crayon.","Période créative 1869, série stylistique caractéristique.","Impressionnisme, palette pastel et touche divisée","Art Institute of Chicago","83",""
"MON019","Monet","ART_MON","Blue Chip","Étang (03)","1865","Huile sur toile","65x81","Étang (03), exécutée par Monet en 1865. Œuvre dans le style caractéristique de l'artiste, support huile sur toile.","Période créative 1865, série stylistique caractéristique.","Impressionnisme, palette pastel et touche divisée","Collections privées","76",""
"MON020","Monet","ART_MON","Blue Chip","Meules (04)","1923","Étude au crayon","81x100","Meules (04), exécutée par Monet en 1923. Œuvre dans le style caractéristique de l'artiste, support étude au crayon.","Période créative 1923, série stylistique caractéristique.","Impressionnisme, palette pastel et touche divisée","National Gallery Washington","80",""
"MON021","Monet","ART_MON","Blue Chip","Vétheuil (05)","1897","Huile sur toile","65x81","Vétheuil (05), exécutée par Monet en 1897. Œuvre dans le style caractéristique de l'artiste, support huile sur toile.","Période créative 1897, série stylistique caractéristique.","Impressionnisme, palette pastel et touche divisée","Collections privées","83",""
"MON022","Monet","ART_MON","Blue Chip","Argenteuil (06)","1867","Huile sur toile","65x81","Argenteuil (06), exécutée par Monet en 1867. Œuvre dans le style caractéristique de l'artiste, support huile sur toile.","Période créative 1867, série stylistique caractéristique.","Impressionnisme, palette pastel et touche divisée","Musée d'Orsay","84",""
"MON023","Monet","ART_MON","Blue Chip","Argenteuil (07)","1915","Pastel sur papier","81x100","Argenteuil (07), exécutée par Monet en 1915. Œuvre dans le style caractéristique de l'artiste, support pastel sur papier.","Période créative 1915, série stylistique caractéristique.","Impressionnisme, palette pastel et touche divisée","MoMA","88",""
"MON024","Monet","ART_MON","Blue Chip","Nymphéas (08)","1881","Huile sur toile","60x90","Nymphéas (08), exécutée par Monet en 1881. Œuvre dans le style caractéristique de l'artiste, support huile sur toile.","Période créative 1881, série stylistique caractéristique.","Impressionnisme, palette pastel et touche divisée","Art Institute of Chicago","73",""
"MON025","Monet","ART_MON","Blue Chip","Argenteuil (09)","1874","Pastel sur papier","60x90","Argenteuil (09), exécutée par Monet en 1874. Œuvre dans le style caractéristique de l'artiste, support pastel sur papier.","Période créative 1874, série stylistique caractéristique.","Impressionnisme, palette pastel et touche divisée","National Gallery Washington","80",""
"MON026","Monet","ART_MON","Blue Chip","Vue de Giverny (10)","1911","Pastel sur papier","60x90","Vue de Giverny (10), exécutée par Monet en 1911. Œuvre dans le style caractéristique de l'artiste, support pastel sur papier.","Période créative 1911, série stylistique caractéristique.","Impressionnisme, palette pastel et touche divisée","Tate Modern","86",""
"MON027","Monet","ART_MON","Blue Chip","Vétheuil (11)","1920","Étude au crayon","81x100","Vétheuil (11), exécutée par Monet en 1920. Œuvre dans le style caractéristique de l'artiste, support étude au crayon.","Période créative 1920, série stylistique caractéristique.","Impressionnisme, palette pastel et touche divisée","Art Institute of Chicago","74",""
"MON028","Monet","ART_MON","Blue Chip","Vétheuil (12)","1907","Pastel sur papier","100x150","Vétheuil (12), exécutée par Monet en 1907. Œuvre dans le style caractéristique de l'artiste, support pastel sur papier.","Période créative 1907, série stylistique caractéristique.","Impressionnisme, palette pastel et touche divisée","Musée d'Orsay","84",""
"MON029","Monet","ART_MON","Blue Chip","Nymphéas (13)","1878","Huile sur toile","65x81","Nymphéas (13), exécutée par Monet en 1878. Œuvre dans le style caractéristique de l'artiste, support huile sur toile.","Période créative 1878, série stylistique caractéristique.","Impressionnisme, palette pastel et touche divisée","Collections privées","70",""
"MON030","Monet","ART_MON","Blue Chip","Vue de Giverny (14)","1925","Huile sur toile","60x90","Vue de Giverny (14), exécutée par Monet en 1925. Œuvre dans le style caractéristique de l'artiste, support huile sur toile.","Période créative 1925, série stylistique caractéristique.","Impressionnisme, palette pastel et touche divisée","National Gallery Washington","84",""
"MON031","Monet","ART_MON","Blue Chip","Étude de cathédrale (15)","1883","Pastel sur papier","81x100","Étude de cathédrale (15), exécutée par Monet en 1883. Œuvre dans le style caractéristique de l'artiste, support pastel sur papier.","Période créative 1883, série stylistique caractéristique.","Impressionnisme, palette pastel et touche divisée","National Gallery Washington","87",""
"MON032","Monet","ART_MON","Blue Chip","Le pont japonais (16)","1874","Huile sur toile","100x150","Le pont japonais (16), exécutée par Monet en 1874. Œuvre dans le style caractéristique de l'artiste, support huile sur toile.","Période créative 1874, série stylistique caractéristique.","Impressionnisme, palette pastel et touche divisée","Collections privées","71",""
"MON033","Monet","ART_MON","Blue Chip","Vue de Giverny (17)","1911","Pastel sur papier","60x90","Vue de Giverny (17), exécutée par Monet en 1911. Œuvre dans le style caractéristique de l'artiste, support pastel sur papier.","Période créative 1911, série stylistique caractéristique.","Impressionnisme, palette pastel et touche divisée","Tate Modern","76",""
"MON034","Monet","ART_MON","Blue Chip","Étude de cathédrale (18)","1921","Étude au crayon","100x150","Étude de cathédrale (18), exécutée par Monet en 1921. Œuvre dans le style caractéristique de l'artiste, support étude au crayon.","Période créative 1921, série stylistique caractéristique.","Impressionnisme, palette pastel et touche divisée","MoMA","78",""
"MON035","Monet","ART_MON","Blue Chip","Étude de cathédrale (19)","1883","Étude au crayon","65x81","Étude de cathédrale (19), exécutée par Monet en 1883. Œuvre dans le style caractéristique de l'artiste, support étude au crayon.","Période créative 1883, série stylistique caractéristique.","Impressionnisme, palette pastel et touche divisée","Musée Marmottan Monet","78",""
"MON036","Monet","ART_MON","Blue Chip","Étang (20)","1921","Huile sur toile","100x150","Étang (20), exécutée par Monet en 1921. Œuvre dans le style caractéristique de l'artiste, support huile sur toile.","Période créative 1921, série stylistique caractéristique.","Impressionnisme, palette pastel et touche divisée","MoMA","87",""
"MON037","Monet","ART_MON","Blue Chip","Vue de Giverny (21)","1888","Pastel sur papier","60x90","Vue de Giverny (21), exécutée par Monet en 1888. Œuvre dans le style caractéristique de l'artiste, support pastel sur papier.","Période créative 1888, série stylistique caractéristique.","Impressionnisme, palette pastel et touche divisée","Musée Marmottan Monet","75",""
"MON038","Monet","ART_MON","Blue Chip","Meules (22)","1926","Étude au crayon","81x100","Meules (22), exécutée par Monet en 1926. Œuvre dans le style caractéristique de l'artiste, support étude au crayon.","Période créative 1926, série stylistique caractéristique.","Impressionnisme, palette pastel et touche divisée","Musée Marmottan Monet","86",""
"MON039","Monet","ART_MON","Blue Chip","Étude impressionniste (23)","1917","Huile sur toile","60x90","Étude impressionniste (23), exécutée par Monet en 1917. Œuvre dans le style caractéristique de l'artiste, support huile sur toile.","Période créative 1917, série stylistique caractéristique.","Impressionnisme, palette pastel et touche divisée","Tate Modern","85",""
"MON040","Monet","ART_MON","Blue Chip","Étretat (24)","1881","Huile sur toile","60x90","Étretat (24), exécutée par Monet en 1881. Œuvre dans le style caractéristique de l'artiste, support huile sur toile.","Période créative 1881, série stylistique caractéristique.","Impressionnisme, palette pastel et touche divisée","Musée Marmottan Monet","75",""
"BSQ001","Basquiat","ART_BSQ","Blue Chip","Untitled (Skull)","1981","Acrylic and oilstick on canvas","207x176","Crâne stylisé série Heads, œuvre majeure de la première période.","Période SAMO, première grande série de têtes/crânes.","Néo-expressionnisme, période Heads","Collection privée, anciennement Eli Broad","92",""
"BSQ002","Basquiat","ART_BSQ","Blue Chip","In This Case","1983","Acrylic and oilstick on canvas","198x188","Tête couronnée sur fond rouge intense. Vendue 93M$ Christie's 2021.","Période 1983, sommet créatif. Référence aux figures historiques noires.","Néo-expressionnisme période classique","Collection privée, anciennement Giancarlo Giammetti","84",""
"BSQ003","Basquiat","ART_BSQ","Blue Chip","Boxer Rebellion","1983","Acrylic and oilstick on canvas","183x305","Scène boxeurs anonymes, référence à la Boxer Rebellion chinoise.","Période 1983, intérêt pour l'histoire des opprimés.","Néo-expressionnisme historique","Collection privée","91",""
"BSQ004","Basquiat","ART_BSQ","Blue Chip","Versus Medici","1982","Acrylic and oilstick on canvas","214x137","Confrontation Basquiat / Médicis, dialogue art ancien et art noir.","Modène, période première italienne.","Néo-expressionnisme, période classique","Collection privée, anciennement Mugrabi","84",""
"BSQ005","Basquiat","ART_BSQ","Blue Chip","Dustheads","1982","Acrylic and oilstick on canvas","214x214","Deux têtes flottant sur fond noir, vendue 49M$ Christie's 2013.","Inspiration drogue dans les rues de New York.","Néo-expressionnisme","Collection privée","83",""
"BSQ006","Basquiat","ART_BSQ","Blue Chip","Defacement (The Death of Michael Stewart)","1983","Acrylic and marker on wood","62x77","Hommage à Michael Stewart, jeune graffeur tué par la police.","Hommage au jeune graffeur Michael Stewart, drame personnel pour Basquiat.","Néo-expressionnisme politique","Collection Keith Haring estate, Guggenheim Museum","95",""
"BSQ007","Basquiat","ART_BSQ","Blue Chip","Self-Portrait","1984","Acrylic and oilstick on canvas","152x122","Autoportrait stylisé, période apogée commerciale.","Période sommet de notoriété, contrats avec Mary Boone.","Néo-expressionnisme auto-référentiel","Collection privée","88",""
"BSQ008","Basquiat","ART_BSQ","Blue Chip","Hollywood Africans","1983","Acrylic and oilstick on canvas","213x213","Hollywood Africans, référence à la place des artistes noirs à Hollywood.","Référence à Toxic et Rammelzee, collègues SAMO.","Néo-expressionnisme politique","Whitney Museum","95",""
"BSQ009","Basquiat","ART_BSQ","Blue Chip","Notary","1983","Acrylic and oilstick on canvas","180x401 (triptyque)","Triptyque monumental sur le pouvoir bureaucratique.","Période 1983, exposition Mary Boone.","Néo-expressionnisme politique tryptique","Daros Collection Suisse","86",""
"BSQ010","Basquiat","ART_BSQ","Blue Chip","Untitled (Boxer)","1982","Acrylic and oilstick on canvas","193x239","Boxeur stylisé, référence à Sugar Ray Robinson.","Référence aux héros sportifs noirs.","Néo-expressionnisme","Collection privée","91",""
"BSQ011","Basquiat","ART_BSQ","Blue Chip","Trumpet","1984","Acrylic and oilstick on canvas","152x152","Trompette stylisée, référence au jazz et héritage musical noir.","Période d'intérêt pour le jazz et Charlie Parker.","Néo-expressionnisme musical","Collection privée","88",""
"BSQ012","Basquiat","ART_BSQ","Blue Chip","Charles the First","1982","Acrylic and oilstick on canvas","198x158 (triptyque)","Triptyque dédié à Charlie Parker.","Charlie Parker, héros artistique de Basquiat.","Néo-expressionnisme musical","Collection privée","82",""
"BSQ013","Basquiat","ART_BSQ","Blue Chip","Pegasus","1987","Acrylic and oilstick on canvas","233x335","Pégase et écriture dense, période finale.","Période fin 1987, peu avant la mort de Basquiat.","Néo-expressionnisme période finale","Collections privées","90",""
"BSQ014","Basquiat","ART_BSQ","Blue Chip","Riding with Death","1988","Acrylic on canvas","249x289","Squelette à cheval sur silhouette anonyme, dernière œuvre majeure.","Œuvre testamentaire, peu avant la mort en août 1988.","Néo-expressionnisme, dernière période","Collection privée","88",""
"BSQ015","Basquiat","ART_BSQ","Blue Chip","Untitled (Beak)","1986","Spray paint on wood","183x183","Untitled (Beak), exécutée par Basquiat en 1986. Œuvre dans le style caractéristique de l'artiste, support spray paint on wood.","Période créative 1986, série stylistique caractéristique.","Néo-expressionnisme, palette saturée et écriture dense","Collections privées internationales","82",""
"BSQ016","Basquiat","ART_BSQ","Blue Chip","Famous Negro Athletes (01)","1988","Spray paint on wood","183x183","Famous Negro Athletes (01), exécutée par Basquiat en 1988. Œuvre dans le style caractéristique de l'artiste, support spray paint on wood.","Période créative 1988, série stylistique caractéristique.","Néo-expressionnisme, palette saturée et écriture dense","Brooklyn Museum","75",""
"BSQ017","Basquiat","ART_BSQ","Blue Chip","Notary Study #02","1981","Oilstick and crayon on paper","122x152","Notary Study #02, exécutée par Basquiat en 1981. Œuvre dans le style caractéristique de l'artiste, support oilstick and crayon on paper.","Période créative 1981, série stylistique caractéristique.","Néo-expressionnisme, palette saturée et écriture dense","Collection Yusaku Maezawa","71",""
"BSQ018","Basquiat","ART_BSQ","Blue Chip","Famous Negro Athletes (03)","1981","Acrylic and oilstick on canvas","183x183","Famous Negro Athletes (03), exécutée par Basquiat en 1981. Œuvre dans le style caractéristique de l'artiste, support acrylic and oilstick on canvas.","Période créative 1981, série stylistique caractéristique.","Néo-expressionnisme, palette saturée et écriture dense","Brooklyn Museum","78",""
"BSQ019","Basquiat","ART_BSQ","Blue Chip","Notary Study #04","1981","Spray paint on wood","152x152","Notary Study #04, exécutée par Basquiat en 1981. Œuvre dans le style caractéristique de l'artiste, support spray paint on wood.","Période créative 1981, série stylistique caractéristique.","Néo-expressionnisme, palette saturée et écriture dense","Brooklyn Museum","74",""
"BSQ020","Basquiat","ART_BSQ","Blue Chip","Untitled (Beak)","1986","Oilstick and crayon on paper","122x152","Untitled (Beak), exécutée par Basquiat en 1986. Œuvre dans le style caractéristique de l'artiste, support oilstick and crayon on paper.","Période créative 1986, série stylistique caractéristique.","Néo-expressionnisme, palette saturée et écriture dense","Whitney Museum","84",""
"BSQ021","Basquiat","ART_BSQ","Blue Chip","Untitled (Boxer)","1984","Oilstick and crayon on paper","122x152","Untitled (Boxer), exécutée par Basquiat en 1984. Œuvre dans le style caractéristique de l'artiste, support oilstick and crayon on paper.","Période créative 1984, série stylistique caractéristique.","Néo-expressionnisme, palette saturée et écriture dense","Brooklyn Museum","87",""
"BSQ022","Basquiat","ART_BSQ","Blue Chip","Untitled (Skull)","1986","Mixed media on paper","122x152","Untitled (Skull), exécutée par Basquiat en 1986. Œuvre dans le style caractéristique de l'artiste, support mixed media on paper.","Période créative 1986, série stylistique caractéristique.","Néo-expressionnisme, palette saturée et écriture dense","Collection Yusaku Maezawa","70",""
"BSQ023","Basquiat","ART_BSQ","Blue Chip","Untitled (Boxer)","1988","Oilstick and crayon on paper","183x183","Untitled (Boxer), exécutée par Basquiat en 1988. Œuvre dans le style caractéristique de l'artiste, support oilstick and crayon on paper.","Période créative 1988, série stylistique caractéristique.","Néo-expressionnisme, palette saturée et écriture dense","Brooklyn Museum","78",""
"BSQ024","Basquiat","ART_BSQ","Blue Chip","Famous Negro Athletes (09)","1985","Spray paint on wood","183x183","Famous Negro Athletes (09), exécutée par Basquiat en 1985. Œuvre dans le style caractéristique de l'artiste, support spray paint on wood.","Période créative 1985, série stylistique caractéristique.","Néo-expressionnisme, palette saturée et écriture dense","Collection Yusaku Maezawa","82",""
"BSQ025","Basquiat","ART_BSQ","Blue Chip","Untitled (Heads)","1984","Acrylic and oilstick on canvas","213x213","Untitled (Heads), exécutée par Basquiat en 1984. Œuvre dans le style caractéristique de l'artiste, support acrylic and oilstick on canvas.","Période créative 1984, série stylistique caractéristique.","Néo-expressionnisme, palette saturée et écriture dense","Collection Mugrabi","81",""
"BSQ026","Basquiat","ART_BSQ","Blue Chip","Discography (11)","1986","Acrylic and oilstick on canvas","152x152","Discography (11), exécutée par Basquiat en 1986. Œuvre dans le style caractéristique de l'artiste, support acrylic and oilstick on canvas.","Période créative 1986, série stylistique caractéristique.","Néo-expressionnisme, palette saturée et écriture dense","Collection Yusaku Maezawa","75",""
"BSQ027","Basquiat","ART_BSQ","Blue Chip","Discography (12)","1981","Mixed media on paper","183x183","Discography (12), exécutée par Basquiat en 1981. Œuvre dans le style caractéristique de l'artiste, support mixed media on paper.","Période créative 1981, série stylistique caractéristique.","Néo-expressionnisme, palette saturée et écriture dense","Brooklyn Museum","87",""
"BSQ028","Basquiat","ART_BSQ","Blue Chip","Untitled (Beak)","1987","Mixed media on paper","122x152","Untitled (Beak), exécutée par Basquiat en 1987. Œuvre dans le style caractéristique de l'artiste, support mixed media on paper.","Période créative 1987, série stylistique caractéristique.","Néo-expressionnisme, palette saturée et écriture dense","Collection Mugrabi","79",""
"BSQ029","Basquiat","ART_BSQ","Blue Chip","Notary Study #14","1980","Acrylic and oilstick on canvas","213x213","Notary Study #14, exécutée par Basquiat en 1980. Œuvre dans le style caractéristique de l'artiste, support acrylic and oilstick on canvas.","Période créative 1980, série stylistique caractéristique.","Néo-expressionnisme, palette saturée et écriture dense","Collection Mugrabi","81",""
"BSQ030","Basquiat","ART_BSQ","Blue Chip","Famous Negro Athletes (15)","1986","Mixed media on paper","152x152","Famous Negro Athletes (15), exécutée par Basquiat en 1986. Œuvre dans le style caractéristique de l'artiste, support mixed media on paper.","Période créative 1986, série stylistique caractéristique.","Néo-expressionnisme, palette saturée et écriture dense","Whitney Museum","71",""
"BSQ031","Basquiat","ART_BSQ","Blue Chip","Untitled (Boxer)","1984","Mixed media on paper","213x213","Untitled (Boxer), exécutée par Basquiat en 1984. Œuvre dans le style caractéristique de l'artiste, support mixed media on paper.","Période créative 1984, série stylistique caractéristique.","Néo-expressionnisme, palette saturée et écriture dense","Brooklyn Museum","85",""
"BSQ032","Basquiat","ART_BSQ","Blue Chip","Untitled (Beak)","1980","Acrylic and oilstick on canvas","122x152","Untitled (Beak), exécutée par Basquiat en 1980. Œuvre dans le style caractéristique de l'artiste, support acrylic and oilstick on canvas.","Période créative 1980, série stylistique caractéristique.","Néo-expressionnisme, palette saturée et écriture dense","Whitney Museum","81",""
"BSQ033","Basquiat","ART_BSQ","Blue Chip","King Series #18","1980","Spray paint on wood","213x213","King Series #18, exécutée par Basquiat en 1980. Œuvre dans le style caractéristique de l'artiste, support spray paint on wood.","Période créative 1980, série stylistique caractéristique.","Néo-expressionnisme, palette saturée et écriture dense","Collections privées internationales","86",""
